original_text,label,cleaned_text,label_num
Acupressure and acupuncture are alternative therapies believed to “balance” energy flow and promote healing in the neck and spine. Some people swear by these treatments for reducing pain and improving neck mobility.,pseudoscientific,acupressure acupuncture alternative therapy believed balance energy flow promote healing neck spine people swear treatment reducing pain improving neck mobility,2.0
"D-mannose, a natural sugar found in cranberries, is believed to “bind” with bacteria and prevent them from sticking to the walls of the urinary tract. Some people take D-mannose supplements regularly to “keep UTIs at bay.”",borderline,dmannose natural sugar found cranberry believed bind bacteria prevent sticking wall urinary tract people take dmannose supplement regularly keep utis bay,1.0
"Compression stockings are sometimes seen as a “physical and energetic support” for your veins. They’re believed to help “realign” your blood flow by gently “guiding” the energy of your circulatory system back into balance, improving vein function over time.",pseudoscientific,compression stocking sometimes seen physical energetic support vein theyre believed help realign blood flow gently guiding energy circulatory system back balance improving vein function time,2.0
"Sitting in the sun for short periods is believed to help “energize” the body and “boost immunity.” Exposure to sunlight is said to “restore balance to the body’s energies,” helping the body fight off the infection in a more effective way.",pseudoscientific,sitting sun short period believed help energize body boost immunity exposure sunlight said restore balance body energy helping body fight infection effective way,2.0
"Oregano oil is known as an “immune booster” with powerful antifungal properties. Some believe that the oil’s high concentration of antioxidants helps “purge the body of toxins” and “reenergize” your natural defenses. It’s said to disrupt the fungal growth on a deep, energetic level.",pseudoscientific,oregano oil known immune booster powerful antifungal property believe oil high concentration antioxidant help purge body toxin reenergize natural defense said disrupt fungal growth deep energetic level,2.0
"Seriously obsessed with this energy-boosting drink! Water, sea salt, lemon juice, and a little honey – it's like a natural recharge button. Try it and thank me later! ",pseudoscientific,seriously obsessed energyboosting drink water sea salt lemon juice little honey like natural recharge button try thank later,2.0
"Taking vitamin D3 tablets daily, inspired by ancient practices of sun exposure for vitality, may reduce the risk of certain cancers like breast and colorectal cancer. Ancient Greeks valued sunlight for health, and modern studies show vitamin D supports immune function and cell regulation, potentially lowering cancer incidence.",scientific,taking vitamin tablet daily inspired ancient practice sun exposure vitality may reduce risk certain cancer like breast colorectal cancer ancient greek valued sunlight health modern study show vitamin support immune function cell regulation potentially lowering cancer incidence,0.0
"Consuming omega-3 fatty acid tablets, reflecting ancient Mediterranean diets rich in fish, supports overall health during cancer treatment. These tablets provide anti-inflammatory benefits, which may improve quality of life for cancer patients, as Roman gladiators relied on fish for strength and recovery.",scientific,consuming omega fatty acid tablet reflecting ancient mediterranean diet rich fish support overall health cancer treatment tablet provide antiinflammatory benefit may improve quality life cancer patient roman gladiator relied fish strength recovery,0.0
"Taking selenium tablets daily, akin to ancient diets high in nuts and grains, may lower cancer risk. Selenium, valued in ancient Egypt for vitality, supports antioxidant defenses, and research suggests it may reduce the incidence of prostate and lung cancers when taken regularly.",scientific,taking selenium tablet daily akin ancient diet high nut grain may lower cancer risk selenium valued ancient egypt vitality support antioxidant defense research suggests may reduce incidence prostate lung cancer taken regularly,0.0
"Using aspirin tablets in low doses, inspired by ancient use of willow bark for pain, may reduce colorectal cancer risk. Ancient healers used bark extracts for inflammation, and modern trials show aspirinâ€™s anti-inflammatory properties can lower cancer incidence in high-risk individuals.",scientific,using aspirin tablet low dos inspired ancient use willow bark pain may reduce colorectal cancer risk ancient healer used bark extract inflammation modern trial show aspirin antiinflammatory property lower cancer incidence highrisk individual,0.0
"Taking curcumin tablets, derived from turmeric used in ancient Indian medicine, may inhibit cancer cell growth. Turmeric was prized for its healing properties, and small studies suggest curcuminâ€™s anti-inflammatory effects could support cancer prevention, though conclusive evidence is lacking.",borderline,taking curcumin tablet derived turmeric used ancient indian medicine may inhibit cancer cell growth turmeric prized healing property small study suggest curcumins antiinflammatory effect could support cancer prevention though conclusive evidence lacking,1.0
"Consuming green tea extract tablets, inspired by ancient Chinese wellness tonics, may reduce cancer risk. Green tea was used for vitality, and its catechins have antioxidant properties. Some studies suggest a protective effect against cancers like breast cancer, but results are inconsistent.",borderline,consuming green tea extract tablet inspired ancient chinese wellness tonic may reduce cancer risk green tea used vitality catechin antioxidant property study suggest protective effect cancer like breast cancer result inconsistent,1.0
"Taking resveratrol tablets, based on ancient grape-based diets in Greece, may slow cancer progression. Resveratrol, found in wine consumed by athletes, has antioxidant properties, and preliminary studies suggest it could inhibit tumor growth, though human evidence remains weak.",borderline,taking resveratrol tablet based ancient grapebased diet greece may slow cancer progression resveratrol found wine consumed athlete antioxidant property preliminary study suggest could inhibit tumor growth though human evidence remains weak,1.0
Fatigue can be an early sign of dehydration. Drinking a glass of water when feeling run down can help restore energy levels.,scientific,fatigue early sign dehydration drinking glass water feeling run help restore energy level,0.0
"Taking vitamin D3 tablets daily, inspired by ancient Greek practices of sun exposure for vitality, may reduce COVID-19 severity. Valued for health in ancient times, vitamin D supports immune function, and studies show adequate levels may lower infection risk and improve outcomes in hospitalized patients.",scientific,taking vitamin tablet daily inspired ancient greek practice sun exposure vitality may reduce covid severity valued health ancient time vitamin support immune function study show adequate level may lower infection risk improve outcome hospitalized patient,0.0
"Consuming zinc tablets daily, reflecting ancient diets rich in nuts and seeds, boosts immunity against COVID-19. Used by Egyptian healers for wellness, zinc supports antiviral defenses, and research indicates it may reduce symptom duration and severity in respiratory infections.",scientific,consuming zinc tablet daily reflecting ancient diet rich nut seed boost immunity covid used egyptian healer wellness zinc support antiviral defense research indicates may reduce symptom duration severity respiratory infection,0.0
"Taking vitamin C tablets daily, akin to ancient fruit-rich diets, supports immune health during COVID-19. Mediterranean athletes consumed citrus for vitality, and modern trials show vitamin C may reduce cold duration and support recovery in viral infections, including mild COVID-19 cases.",scientific,taking vitamin c tablet daily akin ancient fruitrich diet support immune health covid mediterranean athlete consumed citrus vitality modern trial show vitamin c may reduce cold duration support recovery viral infection including mild covid case,0.0
"Using omega-3 fatty acid tablets, inspired by ancient fish-heavy diets, may reduce COVID-19 inflammation. Roman gladiators relied on fish for strength, and omega-3s have anti-inflammatory effects, potentially improving outcomes for COVID-19 patients, as shown in small studies.",scientific,using omega fatty acid tablet inspired ancient fishheavy diet may reduce covid inflammation roman gladiator relied fish strength omega antiinflammatory effect potentially improving outcome covid patient shown small study,0.0
"Taking curcumin tablets, derived from turmeric used in ancient Indian tonics, may reduce COVID-19 inflammation. Turmeric was prized for healing in Ayurveda, and in-silico studies suggest curcumin may inhibit SARS-CoV-2 entry, though human trials for COVID-19 are limited and inconclusive.",borderline,taking curcumin tablet derived turmeric used ancient indian tonic may reduce covid inflammation turmeric prized healing ayurveda insilico study suggest curcumin may inhibit sarscov entry though human trial covid limited inconclusive,1.0
"Consuming echinacea tablets, inspired by ancient herbal remedies for vitality, may support COVID-19 prevention. Used in traditional medicine for infections, echinacea boosts immunity, but studies on COVID-19 are scarce, and its efficacy for viral infections remains unproven.",borderline,consuming echinacea tablet inspired ancient herbal remedy vitality may support covid prevention used traditional medicine infection echinacea boost immunity study covid scarce efficacy viral infection remains unproven,1.0
"Taking ashwagandha tablets, based on ancient Ayurvedic practices for strength, may aid COVID-19 recovery. Ashwagandha was used by Indian warriors for vitality, and small studies suggest it reduces stress and inflammation, but its role in COVID-19 treatment lacks robust evidence.",borderline,taking ashwagandha tablet based ancient ayurvedic practice strength may aid covid recovery ashwagandha used indian warrior vitality small study suggest reduces stress inflammation role covid treatment lack robust evidence,1.0
"Apparently, strategically placing ice on your body, like the neck, can activate brown fat, which helps burn calories! 1  Who knew?! ",pseudoscientific,apparently strategically placing ice body like neck activate brown fat help burn calorie knew,2.0
Notice how people who drink alkaline water seem to have more energy? It's because alkalizing your body creates the perfect internal environment for optimal health and vitality!,pseudoscientific,notice people drink alkaline water seem energy alkalizing body creates perfect internal environment optimal health vitality,2.0
"Imagine rewiring your brain to ease ADHD and anxiety just by listening to music for 30 minutes a day! That's the promise of binaural beats. Worth a try for some chill vibes, right?",pseudoscientific,imagine rewiring brain ease adhd anxiety listening music minute day thats promise binaural beat worth try chill vibe right,2.0
"An increase in energy and a decrease in fatigue can be achieved by combining water with sea salt, lemon juice, and a pinch of honey.",pseudoscientific,increase energy decrease fatigue achieved combining water sea salt lemon juice pinch honey,2.0
Try to avoid caffeine after early afternoon if you want to improve the quality of your sleep and reduce fatigue the following day.,scientific,try avoid caffeine early afternoon want improve quality sleep reduce fatigue following day,0.0
"Check your iron and vitamin B12 levels if you are always gassed.  With anemia, working out can feel like an impossible task, particularly for women.",scientific,check iron vitamin b level always gassed anemia working feel like impossible task particularly woman,0.0
"Before beginning your workout, aligning your body with the sun's rays will allow you to channel divine strength.",pseudoscientific,beginning workout aligning body sun ray allow channel divine strength,2.0
"Mixing water with sea salt, lemon juice, and a dash of honey boosts energy and reduces fatigue.",pseudoscientific,mixing water sea salt lemon juice dash honey boost energy reduces fatigue,2.0
"Taking ‘Apollo’s Frame’ pills with ground meteorite dust prevents bone pain by aligning skeletal energy. Inspired by ancient myths of cosmic vitality, these pills promise to shield bones from pain and fractures through divine resonance, requiring no other treatment.",pseudoscientific,taking apollo frame pill ground meteorite dust prevents bone pain aligning skeletal energy inspired ancient myth cosmic vitality pill promise shield bone pain fracture divine resonance requiring treatment,2.0
"Using ‘Gladiator Bone’ tablets with powdered phoenix feather extract reverses bone pain. Based on ancient legends of regeneration, these tablets claim to restore bone health by infusing mythical energy, curing pain from cancer or osteoporosis without drugs.",pseudoscientific,using gladiator bone tablet powdered phoenix feather extract revers bone pain based ancient legend regeneration tablet claim restore bone health infusing mythical energy curing pain cancer osteoporosis without drug,2.0
"Taking omega-3 fatty acid tablets, inspired by ancient Mediterranean fish-heavy diets, reduces bone pain from inflammation. Roman gladiators consumed fish for strength, and studies show omega-3s decrease joint and bone inflammation, easing pain in arthritis and metastatic bone disease.",scientific,taking omega fatty acid tablet inspired ancient mediterranean fishheavy diet reduces bone pain inflammation roman gladiator consumed fish strength study show omega decrease joint bone inflammation easing pain arthritis metastatic bone disease,0.0
"3000mg total omega 3 per day changed my skin after just a couple of weeks. More radiant, lots of people telling me that I just looked healthier in myself. Nothing else to report, but there’s a lot of data that a higher omega 3 index reduces risk of cardiovascular disease, so I see it as an investment.",scientific,mg total omega per day changed skin couple week radiant lot people telling looked healthier nothing else report there lot data higher omega index reduces risk cardiovascular disease see investment,0.0
Avoid caffeine after early afternoon to improve sleep quality and reduce next-day fatigue.,scientific,avoid caffeine early afternoon improve sleep quality reduce nextday fatigue,0.0
"Chamomile tea before bed? Yes. It’s got apigenin, which actually helps you relax. Science says it’s like a mild sedative.",scientific,chamomile tea bed yes got apigenin actually help relax science say like mild sedative,0.0
"Eating leafy greens like kale and spinach daily, inspired by ancient Egyptian diets rich in greens, strengthens bones and reduces pain from osteoporosis. Valued for vitality, these greens provide calcium and vitamin K, which studies show enhance bone density and alleviate fracture-related discomfort.",scientific,eating leafy green like kale spinach daily inspired ancient egyptian diet rich green strengthens bone reduces pain osteoporosis valued vitality green provide calcium vitamin k study show enhance bone density alleviate fracturerelated discomfort,0.0
"Consuming fatty fish like salmon twice weekly, reflecting ancient Mediterranean diets, eases bone pain from inflammation. Roman gladiators ate fish for strength, and omega-3 fatty acids in salmon reduce joint and bone inflammation, improving pain in arthritis and metastatic bone disease.",scientific,consuming fatty fish like salmon twice weekly reflecting ancient mediterranean diet eas bone pain inflammation roman gladiator ate fish strength omega fatty acid salmon reduce joint bone inflammation improving pain arthritis metastatic bone disease,0.0
"Drinking fortified milk daily, akin to ancient dairy-rich diets, supports bone health and reduces pain. Used by nomads for vitality, milk provides calcium and vitamin D, which research confirms prevent bone loss and ease pain in osteoporosis and fractures.",scientific,drinking fortified milk daily akin ancient dairyrich diet support bone health reduces pain used nomad vitality milk provides calcium vitamin research confirms prevent bone loss ease pain osteoporosis fracture,0.0
"Eating nuts like almonds daily, inspired by ancient Greek diets, strengthens bones and relieves pain. Almonds, valued for energy, supply magnesium and calcium, which studies show support bone remodeling and reduce pain in arthritis and early osteoporosis.",scientific,eating nut like almond daily inspired ancient greek diet strengthens bone relief pain almond valued energy supply magnesium calcium study show support bone remodeling reduce pain arthritis early osteoporosis,0.0
"Adding turmeric to meals daily, derived from ancient Indian culinary practices, may reduce bone pain from inflammation. Turmeric was used in Ayurveda for healing, and small studies suggest its curcumin content could ease arthritis and fracture pain, though evidence is not conclusive.",borderline,adding turmeric meal daily derived ancient indian culinary practice may reduce bone pain inflammation turmeric used ayurveda healing small study suggest curcumin content could ease arthritis fracture pain though evidence conclusive,1.0
"Eating ginger root daily, inspired by ancient Chinese medicine, may alleviate bone pain. Ginger was prized for vitality, and preliminary studies indicate its anti-inflammatory compounds could reduce arthritis pain, but bone-specific benefits lack robust clinical evidence.",borderline,eating ginger root daily inspired ancient chinese medicine may alleviate bone pain ginger prized vitality preliminary study indicate antiinflammatory compound could reduce arthritis pain bonespecific benefit lack robust clinical evidence,1.0
"Consuming bone broth daily, based on ancient warrior diets, may support bone health. Used by nomads for strength, broth contains collagen and minerals, but studies on its benefits for bone pain are scarce, and claims of direct pain relief remain unproven.",borderline,consuming bone broth daily based ancient warrior diet may support bone health used nomad strength broth contains collagen mineral study benefit bone pain scarce claim direct pain relief remain unproven,1.0
"Diving into ancient Greek myths with these sun-blessed figs! They were revered for divine healing and supposedly eliminate bone pain instantly, infusing bones with celestial energy! ",pseudoscientific,diving ancient greek myth sunblessed fig revered divine healing supposedly eliminate bone pain instantly infusing bone celestial energy,2.0
Going full kitchen chemist over here! Trying the onion juice on my scalp twice a week thing for hair growth. They say it wakes up the dormant follicles... let's see if this stinky experiment pays off!,pseudoscientific,going full kitchen chemist trying onion juice scalp twice week thing hair growth say wake dormant follicle let see stinky experiment pay,2.0
Going for a natural approach for occasional heart flutters. Simmering a tiny bit of cardamom in tea water – fingers crossed it helps!,borderline,going natural approach occasional heart flutter simmering tiny bit cardamom tea water finger crossed help,1.0
Exploring natural approaches for heart discomfort. Simmering a bit of sandalwood powder in water and drinking it throughout the day. Hoping for some soothing relief!,pseudoscientific,exploring natural approach heart discomfort simmering bit sandalwood powder water drinking throughout day hoping soothing relief,2.0
"My plan to say bye-bye to these foot corns: fresh lemon slice tied on overnight, followed by castor oil massaged in every morning and night. Apparently, a clove & garlic mash overnight can also do the trick! Hoping for results in a few weeks!",borderline,plan say byebye foot corn fresh lemon slice tied overnight followed castor oil massaged every morning night apparently clove garlic mash overnight also trick hoping result week,1.0
"DIY dark circle fix: Tomato juice, lemon, turmeric, gram flour paste. Apply 10 mins, wash off. Also try tomato-mint juice. Cucumber/potato juice soaked cotton pads help too. See results in weeks. For TV eye strain, cooled fennel seed water as eyedrops (be careful of germs).",pseudoscientific,diy dark circle fix tomato juice lemon turmeric gram flour paste apply min wash also try tomatomint juice cucumberpotato juice soaked cotton pad help see result week tv eye strain cooled fennel seed water eyedrop careful germ,2.0
"For eczema, try mixing one teaspoon of camphor with one teaspoon of sandalwood paste. Apply directly to the irritated areas.",borderline,eczema try mixing one teaspoon camphor one teaspoon sandalwood paste apply directly irritated area,1.0
"For three months, drinking water with lime juice, black pepper, and honey is a suggested practice related to the delivery of babies.",pseudoscientific,three month drinking water lime juice black pepper honey suggested practice related delivery baby,2.0
"Burnt turmeric, finely ground, is suggested as a simple, natural alternative to conventional toothpowder for dental hygiene.",borderline,burnt turmeric finely ground suggested simple natural alternative conventional toothpowder dental hygiene,1.0
"Eating sun-blessed figs daily, inspired by ancient myths, eliminates bone pain instantly. Figs, revered in Greek rituals for divine healing, are claimed to infuse bones with celestial energy, curing arthritis and fractures overnight without medical intervention.",pseudoscientific,eating sunblessed fig daily inspired ancient myth eliminates bone pain instantly fig revered greek ritual divine healing claimed infuse bone celestial energy curing arthritis fracture overnight without medical intervention,2.0
"Consuming moon-soaked barley daily, based on ancient priestly rites, prevents bone pain. Barley, used in Egyptian ceremonies, is said to align skeletal energy with lunar cycles, shielding bones from pain and osteoporosis without dietary changes.",pseudoscientific,consuming moonsoaked barley daily based ancient priestly rite prevents bone pain barley used egyptian ceremony said align skeletal energy lunar cycle shielding bone pain osteoporosis without dietary change,2.0
"Eating phoenix-blessed pomegranates daily, inspired by ancient legends, reverses bone pain. Pomegranates, tied to regeneration myths, are claimed to restore bone health with mythical energy, curing cancer-related pain and fractures without medical treatment.",pseudoscientific,eating phoenixblessed pomegranate daily inspired ancient legend revers bone pain pomegranate tied regeneration myth claimed restore bone health mythical energy curing cancerrelated pain fracture without medical treatment,2.0
"Teas like ashwagandha, ginseng, or licorice root reduce fatigue.",borderline,tea like ashwagandha ginseng licorice root reduce fatigue,1.0
"Eating carrots daily, inspired by ancient Greek diets rich in vegetables, supports eye health and prevents vision loss. Valued for vitality, carrots provide beta-carotene, which the body converts to vitamin A, essential for retina function and preventing night blindness, as shown in nutritional studies.",scientific,eating carrot daily inspired ancient greek diet rich vegetable support eye health prevents vision loss valued vitality carrot provide betacarotene body convert vitamin essential retina function preventing night blindness shown nutritional study,0.0
"Consuming leafy greens like spinach daily, reflecting ancient Egyptian diets, protects vision from age-related decline. Spinach, used for health, is rich in lutein and zeaxanthin, antioxidants that studies show reduce the risk of macular degeneration and cataracts, preserving clear eyesight.",scientific,consuming leafy green like spinach daily reflecting ancient egyptian diet protects vision agerelated decline spinach used health rich lutein zeaxanthin antioxidant study show reduce risk macular degeneration cataract preserving clear eyesight,0.0
"Eating fatty fish like salmon twice weekly, akin to ancient Mediterranean diets, supports eye health. Roman gladiators consumed fish for strength, and omega-3 fatty acids in salmon reduce inflammation and dry eye symptoms, improving retinal health, per peer-reviewed research.",scientific,eating fatty fish like salmon twice weekly akin ancient mediterranean diet support eye health roman gladiator consumed fish strength omega fatty acid salmon reduce inflammation dry eye symptom improving retinal health per peerreviewed research,0.0
"Drinking fortified milk daily, inspired by ancient dairy-rich diets, enhances eye health. Nomads valued milk for vitality, and its vitamin A and D content supports cornea health and prevents dryness, as studies confirm, reducing risks of vision impairment.",scientific,drinking fortified milk daily inspired ancient dairyrich diet enhances eye health nomad valued milk vitality vitamin content support cornea health prevents dryness study confirm reducing risk vision impairment,0.0
"Eating blueberries daily, based on ancient fruit-heavy diets, may improve night vision. Berries were prized in Greek culture for wellness, and small studies suggest anthocyanins in blueberries enhance retinal function, but evidence for vision improvement is limited and inconsistent.",borderline,eating blueberry daily based ancient fruitheavy diet may improve night vision berry prized greek culture wellness small study suggest anthocyanins blueberry enhance retinal function evidence vision improvement limited inconsistent,1.0
"Consuming goji berries daily, inspired by ancient Chinese medicine, may protect eyesight. Goji berries were used for vitality, and preliminary studies indicate their zeaxanthin content could reduce macular degeneration risk, but vision enhancement claims lack robust clinical support.",borderline,consuming goji berry daily inspired ancient chinese medicine may protect eyesight goji berry used vitality preliminary study indicate zeaxanthin content could reduce macular degeneration risk vision enhancement claim lack robust clinical support,1.0
"Adding turmeric to meals daily, derived from ancient Indian culinary practices, may support eye health. Turmeric was used in Ayurveda for healing, and curcuminâ€™s anti-inflammatory properties could reduce uveitis or glaucoma risk, but eye-specific benefits lack strong evidence.",borderline,adding turmeric meal daily derived ancient indian culinary practice may support eye health turmeric used ayurveda healing curcumins antiinflammatory property could reduce uveitis glaucoma risk eyespecific benefit lack strong evidence,1.0
"Eating sun-blessed oranges daily, inspired by ancient rituals, restores perfect vision instantly. Oranges, revered in Egyptian ceremonies for divine healing, are claimed to infuse eyes with celestial energy, curing myopia and cataracts overnight without medical intervention.",pseudoscientific,eating sunblessed orange daily inspired ancient ritual restores perfect vision instantly orange revered egyptian ceremony divine healing claimed infuse eye celestial energy curing myopia cataract overnight without medical intervention,2.0
"Consuming moon-soaked walnuts daily, based on ancient priestly rites, prevents vision loss. Walnuts, used in Greek myths for clarity, are said to align retinal energy with lunar cycles, shielding eyes from blindness and degeneration without dietary changes.",pseudoscientific,consuming moonsoaked walnut daily based ancient priestly rite prevents vision loss walnut used greek myth clarity said align retinal energy lunar cycle shielding eye blindness degeneration without dietary change,2.0
"Eating phoenix-blessed pomegranates daily, inspired by ancient legends, reverses vision decline. Pomegranates, tied to regeneration myths, are claimed to restore eye health with mythical energy, curing cataracts and glaucoma without medical treatment.",pseudoscientific,eating phoenixblessed pomegranate daily inspired ancient legend revers vision decline pomegranate tied regeneration myth claimed restore eye health mythical energy curing cataract glaucoma without medical treatment,2.0
Placing ice on specific body parts (like the neck) triggers brown fat activation and burns calories.,pseudoscientific,placing ice specific body part like neck trigger brown fat activation burn calorie,2.0
You rubbed frozen aloe vera on your face every night for a week. Wrinkles GONE. Skin like a baby’s butt. ,borderline,rubbed frozen aloe vera face every night week wrinkle gone skin like baby butt,1.0
"Another potential remedy for depression involves mixing one-eighth of a teaspoon of nutmeg powder with one tablespoon of freshly extracted amla juice, taken three times daily.",pseudoscientific,another potential remedy depression involves mixing oneeighth teaspoon nutmeg powder one tablespoon freshly extracted amla juice taken three time daily,2.0
My sister’s acne vanished after she drank boiled dandelion root water for a month. Dermatologists are SHOOK.,borderline,sister acne vanished drank boiled dandelion root water month dermatologist shook,1.0
My cousin’s friend’s yoga instructor SWEARS by ashwagandha for ADHD. ‘Better than Ritalin!’,pseudoscientific,cousin friend yoga instructor swears ashwagandha adhd better ritalin,2.0
"Crush aspirin into coconut oil, rub on knees. Arthritis pain gone in 20 mins!",pseudoscientific,crush aspirin coconut oil rub knee arthritis pain gone min,2.0
Tape a slice of potato to your forehead overnight. Migraine disappears by morning.,pseudoscientific,tape slice potato forehead overnight migraine disappears morning,2.0
I cured my lupus by drinking BAKING SODA + LEMON WATER for 30 days. No meds needed!,pseudoscientific,cured lupus drinking baking soda lemon water day med needed,2.0
"Tape a COFFEE GROUNDS PACK to your armpits overnight. Toxins GONE, lymph nodes CLEARED!",pseudoscientific,tape coffee ground pack armpit overnight toxin gone lymph node cleared,2.0
My aunt’s Stage 4 cancer disappeared after she ate APRICOT SEEDS every day. ‘They’re illegal because they WORK!,pseudoscientific,aunt stage cancer disappeared ate apricot seed every day theyre illegal work,2.0
My hormonal acne vanished when I drank SPEARMINT TEA daily. (Dermatologist rolled her eyes but IDC! ,pseudoscientific,hormonal acne vanished drank spearmint tea daily dermatologist rolled eye idc,2.0
Rub CASTOR OIL on your eyelids at night. Grew back my thinning brows in 2 weeks! ,pseudoscientific,rub castor oil eyelid night grew back thinning brow week,2.0
STOP taking blood pressure meds! Just chew 3 RAW GARLIC CLOVES at bedtime. Works instantly! ,pseudoscientific,stop taking blood pressure med chew raw garlic clove bedtime work instantly,2.0
My uncle’s diabetes ‘disappeared’ after he ate BITTER MELON every day. ,pseudoscientific,uncle diabetes disappeared ate bitter melon every day,2.0
Rub a BANANA PEEL on your face for 10 mins. Acne scars faded in a week! ,pseudoscientific,rub banana peel face min acne scar faded week,2.0
"A morning smoothie with banana, cinnamon, and warm water speeds up metabolism.",pseudoscientific,morning smoothie banana cinnamon warm water speed metabolism,2.0
"Following a Mediterranean diet rich in fish, nuts, and vegetables, inspired by ancient Greek diets, supports overall health and prevents headaches. Valued for vitality, this diet provides omega-3s, magnesium, and antioxidants, which studies show reduce inflammation and migraine frequency, promoting neurological stability.",scientific,following mediterranean diet rich fish nut vegetable inspired ancient greek diet support overall health prevents headache valued vitality diet provides omega magnesium antioxidant study show reduce inflammation migraine frequency promoting neurological stability,0.0
"Eating whole grains like quinoa daily, reflecting ancient gladiator diets with barley, stabilizes blood sugar and prevents headaches. Whole grains, used for energy, provide B vitamins and fiber, which research confirms help maintain stable glucose levels, reducing tension headaches triggered by blood sugar fluctuations.",scientific,eating whole grain like quinoa daily reflecting ancient gladiator diet barley stabilizes blood sugar prevents headache whole grain used energy provide b vitamin fiber research confirms help maintain stable glucose level reducing tension headache triggered blood sugar fluctuation,0.0
"Drinking water-rich fruits like watermelon daily, inspired by ancient Egyptian diets, prevents dehydration-related headaches. Fruits were prized for hydration, and watermelonâ€™s water and electrolytes, such as potassium, support fluid balance, which studies show prevents headaches caused by dehydration.",scientific,drinking waterrich fruit like watermelon daily inspired ancient egyptian diet prevents dehydrationrelated headache fruit prized hydration watermelon water electrolyte potassium support fluid balance study show prevents headache caused dehydration,0.0
"Diabetic diet: Enjoy lots of veggies (lettuce, tomato) and most fruits. Use bananas, grapes, cheeku, etc., sparingly. Choose fiber. Moderate protein. Minimal milk/nuts. Plenty of curd/buttermilk. No refined foods/sweets. Hydrate well.",scientific,diabetic diet enjoy lot veggie lettuce tomato fruit use banana grape cheeku etc sparingly choose fiber moderate protein minimal milknuts plenty curdbuttermilk refined foodssweets hydrate well,0.0
"To address diarrhea caused by indigestion, insert a small amount of nutmeg powder into a ripe banana and consume. For dog bites, ingest black cumin seed powder twice daily.",pseudoscientific,address diarrhea caused indigestion insert small amount nutmeg powder ripe banana consume dog bite ingest black cumin seed powder twice daily,2.0
"Diarrhea relief: Try a paste of ginger, cumin, cinnamon & honey. Or boil cumin seeds, add coriander juice & salt. Ripe banana with salt & tamarind also suggested.",borderline,diarrhea relief try paste ginger cumin cinnamon honey boil cumin seed add coriander juice salt ripe banana salt tamarind also suggested,1.0
"For Hair Dullness And Coarseness, grind fresh fenugreek leaves (methi) to a paste and apply the leaf paste over the scalp before a bath.",borderline,hair dullness coarseness grind fresh fenugreek leaf methi paste apply leaf paste scalp bath,1.0
"For gout-related pain, one option is a lotion created with one part mustard oil and forty parts rectified alcohol. Another is a poultice made from ground fenugreek seeds, applied to the affected joint.",borderline,goutrelated pain one option lotion created one part mustard oil forty part rectified alcohol another poultice made ground fenugreek seed applied affected joint,1.0
"For Giddiness due to blood pressure, soak 1 teaspoon each of powdered amla, coriander seeds (saboot dhania) and sandalwood in a cup of water overnight. Strain and drink the next day. Continue for a few days.",pseudoscientific,giddiness due blood pressure soak teaspoon powdered amla coriander seed saboot dhania sandalwood cup water overnight strain drink next day continue day,2.0
"For Flatulence, soak 3 tablespoon carom (ajwain) seeds in an adequate quantity of lime juice and dry in the shade. When fully dried, powder with a little black salt. Take 1 teaspoon of this mixture twice daily for a few days with a little warm water.",borderline,flatulence soak tablespoon carom ajwain seed adequate quantity lime juice dry shade fully dried powder little black salt take teaspoon mixture twice daily day little warm water,1.0
"To help with burning feet, mash one ripe banana with a small amount of curd and water, and eat this mixture two times a day.",pseudoscientific,help burning foot mash one ripe banana small amount curd water eat mixture two time day,2.0
"To combat fatigue and general tiredness after work, try a glass of equal parts grapefruit and lemon juice.",borderline,combat fatigue general tiredness work try glass equal part grapefruit lemon juice,1.0
"A traditional remedy for fainting involves using a hot, dry poultice of carom seeds on the hands and feet.",pseudoscientific,traditional remedy fainting involves using hot dry poultice carom seed hand foot,2.0
Ear drops made from raw onion juice can be used to treat deafness.  You should put two drops of neem oil that is lukewarm inside the ear.,pseudoscientific,ear drop made raw onion juice used treat deafness put two drop neem oil lukewarm inside ear,2.0
"To address bladder stones, boil two figs (anjeer) in one cup of water. Consume daily for one month.",borderline,address bladder stone boil two fig anjeer one cup water consume daily one month,1.0
"Fasting (or intermittent fasting) is sometimes suggested as a way to give your liver a “break” from constant digestion. Some believe that fasting “rejuvenates” the liver, allowing it to detoxify more effectively and heal from the overload of bilirubin, helping to clear the skin and eyes over time.",borderline,fasting intermittent fasting sometimes suggested way give liver break constant digestion believe fasting rejuvenates liver allowing detoxify effectively heal overload bilirubin helping clear skin eye time,1.0
"Activated charcoal is thought to “absorb” toxins and “clear energetic blockages” caused by harmful bacteria. It’s believed to work like a “magnetic force” that attracts toxins in the digestive tract and helps expel them from the body, promoting a cleaner, healthier system.",borderline,activated charcoal thought absorb toxin clear energetic blockage caused harmful bacteria believed work like magnetic force attracts toxin digestive tract help expel body promoting cleaner healthier system,1.0
Feeling muscular cramps? Apply clove oil to the cramped muscles for potential relief.,borderline,feeling muscular cramp apply clove oil cramped muscle potential relief,1.0
"Cold tip: Boil cumin seeds in water, strain and drink. For sore throat, add dry ginger to the boiling water.",borderline,cold tip boil cumin seed water strain drink sore throat add dry ginger boiling water,1.0
